Giocatore,Index,Avversario,Campo,Top,Fantavoto preso
federico dimarco,83.2,torino,trasf.,🔥,9.5
mario hermoso,82.4,bologna,trasf.,🔥,5.5
davide zappacosta,82.3,cagliari,trasf.,🔥,5.0
marcus pedersen,81.8,inter,casa,🔥,6.5
oumar solet,81.1,lazio,trasf.,🔥,5.5
giorgio scalvini,80.7,cagliari,trasf.,🔥,5.5
alex valle,80.2,genoa,trasf.,🔥,6.5
evan ndicka,79.9,bologna,trasf.,🔥,6.0
diego carlos,79.3,genoa,trasf.,🔥,5.5
mariano troilo,78.9,pisa,casa,🔥,6.0
bremer,78.7,milan,trasf.,,6.5
tiago gabriel,76.8,verona,trasf.,,9.0
rafael obrador,76.5,inter,casa,,6.0
mario gila,76.4,udinese,casa,,7.5
manuel akanji,76.4,torino,trasf.,,5.0
jhon lucumi,76.3,roma,casa,,5.0
rafik belghali,76.3,lecce,casa,,6.5
oliver provstgaard,75.9,udinese,casa,,5.5
leo ostigard,75.7,como,casa,,6.5
lloyd kelly,75.6,milan,trasf.,,6.5
samuele angori,74.9,parma,trasf.,,6.0
denzel dumfries,74.9,torino,trasf.,,6.0
yann bisseck,74.5,torino,trasf.,,10.0
nuno tavares,74.4,udinese,casa,,s.v.
enrico del prato,73.7,pisa,casa,,6.5
mergim vojvoda,73.6,genoa,trasf.,,5.0
marco palestra,73.2,atalanta,casa,,6.0
leonardo spinazzola,73.1,cremonese,casa,,4.5
alberto moreno,72.9,genoa,trasf.,,4.5
strahinja pavlovic,72.4,juventus,casa,,6.5
tarik muharemovic,71.8,fiorentina,trasf.,,6.5
stefano sabelli,71.7,como,casa,,5.5
sebastiano luperto,71.6,napoli,trasf.,,5.0
andrea cambiaso,71.3,milan,trasf.,,5.0
davide bartesaghi,71.0,juventus,casa,,4.5
emanuele valeri,70.8,pisa,casa,,6.5
alessandro buongiorno,70.7,cremonese,casa,,6.0
berat gjimshiti,70.7,cagliari,trasf.,,5.0
patric,70.6,udinese,casa,,5.0
alessio romagnoli,70.6,udinese,casa,,6.0
simone canestrelli,70.5,parma,trasf.,,5.5
miguel gutierrez,70.2,cremonese,casa,,7.0
joao mario,70.0,milan,trasf.,,4.5
stefan de vrij,69.6,torino,trasf.,,6.5
marcoliver kempf,69.5,genoa,trasf.,,5.5
manuel lazzari,69.4,udinese,casa,,5.0
dodo,68.1,sassuolo,casa,,6.0
domagoj bradaric,68.1,lecce,casa,,5.0
giuseppe pezzella,67.9,napoli,trasf.,,5.0
matteo gabbia,67.8,juventus,casa,,6.5
honest ahanor,67.6,cagliari,trasf.,,6.0
federico baschirotto,67.6,napoli,trasf.,,5.0
aaron martin,67.4,como,casa,,6.0
devyne rensch,67.4,bologna,trasf.,,5.5
antonino gallo,67.2,verona,trasf.,,6.0
ignace van der brempt,67.0,genoa,trasf.,,6.0
matteo darmian,66.6,torino,trasf.,,6.0
thomas kristensen,66.5,lazio,trasf.,,5.5
saul coco,66.5,inter,casa,,5.5
jacobo ramon,66.5,genoa,trasf.,,6.0
juan miranda,66.2,roma,casa,,5.0
nadir zortea,66.0,roma,casa,,5.5
adam obert,65.9,atalanta,casa,,6.5
lorenzo bernasconi,65.8,cagliari,trasf.,,6.0
federico gatti,65.3,milan,trasf.,,s.v.
johan vasquez,65.1,como,casa,,6.0
sascha britschgi,64.3,pisa,casa,,6.0
alessandro marcandalli,64.2,como,casa,,5.0
kingsley ehizibue,64.2,lazio,trasf.,,9.5
victor nelsson,64.0,lecce,casa,,6.0
guillermo maripan,63.8,inter,casa,,6.0
nicolas valentini,63.6,lecce,casa,,4.5
juan jesus,63.5,cremonese,casa,,5.0
ivan smolcic,63.4,genoa,trasf.,,6.0
alessandro circati,63.2,pisa,casa,,6.0
fikayo tomori,63.2,juventus,casa,,6.0
luca ranieri,63.1,sassuolo,casa,,6.0
martin vitik,63.1,roma,casa,,6.0
jeandaniel akpaakpro,63.0,lecce,casa,,4.5
danilo veiga,62.9,verona,trasf.,,5.5
yerry mina,62.8,atalanta,casa,,7.0
hassane kamara,62.5,lazio,trasf.,,5.5
mathias olivera,62.1,cremonese,casa,,6.5
jay idzes,62.0,fiorentina,trasf.,,6.0
enzo ebosse,62.0,lecce,casa,,5.5
mehmet celik,61.9,bologna,trasf.,,5.5
francesco acerbi,61.9,torino,trasf.,,5.0
filippo terracciano,61.8,napoli,trasf.,,2.5
